strategy,model,feature_set,fold,n_train,n_test,accuracy,balanced_accuracy,precision,recall,f1,roc_auc
loto,logreg,all,A03,119,26,0.4230769230769231,0.42307692307692313,0.375,0.23076923076923078,0.2857142857142857,0.43786982248520717
loto,logreg,all,B01,129,16,0.75,0.6666666666666667,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.8333333333333334
loto,logreg,all,B02,128,17,0.5882352941176471,0.48809523809523814,0.8181818181818182,0.6428571428571429,0.72,0.6190476190476191
loto,logreg,all,B03,128,17,0.5294117647058824,0.5069444444444444,0.5333333333333333,0.8888888888888888,0.6666666666666666,0.5972222222222222
loto,logreg,all,B04,128,17,0.5882352941176471,0.5333333333333333,0.7272727272727273,0.6666666666666666,0.6956521739130435,0.6666666666666667
loto,rf,all,A01,119,26,0.7692307692307693,0.7333333333333334,0.5,0.6666666666666666,0.5714285714285714,0.8166666666666667
loto,rf,all,A02,119,26,0.5769230769230769,0.5484848484848485,0.5,0.36363636363636365,0.42105263157894735,0.6909090909090909
loto,rf,all,A03,119,26,0.6923076923076923,0.6923076923076923,0.8571428571428571,0.46153846153846156,0.6,0.7041420118343196
loto,rf,all,B01,129,16,0.75,0.5,0.75,1.0,0.8571428571428571,0.7291666666666666
loto,rf,all,B02,128,17,0.8235294117647058,0.6309523809523809,0.8666666666666667,0.9285714285714286,0.896551724137931,0.6904761904761905
loto,rf,all,B03,128,17,0.5294117647058824,0.5,0.5294117647058824,1.0,0.6923076923076923,0.6666666666666666
loto,rf,all,B04,128,17,0.5882352941176471,0.475,0.6923076923076923,0.75,0.72,0.5333333333333332
loto,svm,all,A01,119,26,0.6153846153846154,0.5166666666666666,0.25,0.3333333333333333,0.2857142857142857,0.625
loto,svm,all,A02,119,26,0.6538461538461539,0.5909090909090909,1.0,0.18181818181818182,0.3076923076923077,0.6121212121212121
loto,svm,all,A03,119,26,0.5,0.5,0.5,0.07692307692307693,0.13333333333333333,0.5621301775147929
loto,svm,all,B01,129,16,0.75,0.5,0.75,1.0,0.8571428571428571,0.6458333333333333
loto,svm,all,B02,128,17,0.7647058823529411,0.4642857142857143,0.8125,0.9285714285714286,0.8666666666666667,0.40476190476190477
loto,svm,all,B03,128,17,0.5294117647058824,0.5,0.5294117647058824,1.0,0.6923076923076923,0.5416666666666667
loto,svm,all,B04,128,17,0.7058823529411765,0.5,0.7058823529411765,1.0,0.8275862068965517,0.5666666666666667
loto,knn,all,A01,119,26,0.6923076923076923,0.5666666666666667,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.6875
loto,knn,all,A02,119,26,0.5769230769230769,0.5727272727272728,0.5,0.5454545454545454,0.5217391304347826,0.5393939393939394
loto,knn,all,A03,119,26,0.5,0.5,0.5,0.23076923076923078,0.3157894736842105,0.5384615384615384
loto,knn,all,B01,129,16,0.75,0.5,0.75,1.0,0.8571428571428571,0.625
loto,knn,all,B02,128,17,0.8235294117647058,0.7619047619047619,0.9230769230769231,0.8571428571428571,0.8888888888888888,0.8571428571428572
loto,knn,all,B03,128,17,0.5294117647058824,0.5,0.5294117647058824,1.0,0.6923076923076923,0.7986111111111112
loto,knn,all,B04,128,17,0.7647058823529411,0.6,0.75,1.0,0.8571428571428571,0.5333333333333333
loto,gb,all,A01,119,26,0.7307692307692307,0.7083333333333333,0.4444444444444444,0.6666666666666666,0.5333333333333333,0.7833333333333333
loto,gb,all,A02,119,26,0.5769230769230769,0.5606060606060606,0.5,0.45454545454545453,0.47619047619047616,0.6181818181818182
loto,gb,all,A03,119,26,0.6538461538461539,0.6538461538461539,0.75,0.46153846153846156,0.5714285714285714,0.650887573964497
loto,gb,all,B01,129,16,0.625,0.4166666666666667,0.7142857142857143,0.8333333333333334,0.7692307692307693,0.7083333333333334
loto,gb,all,B02,128,17,0.7058823529411765,0.8214285714285714,1.0,0.6428571428571429,0.782608695652174,0.7142857142857143
loto,gb,all,B03,128,17,0.5294117647058824,0.5069444444444444,0.5333333333333333,0.8888888888888888,0.6666666666666666,0.5972222222222222
loto,gb,all,B04,128,17,0.7058823529411765,0.5583333333333333,0.7333333333333333,0.9166666666666666,0.8148148148148148,0.4333333333333333
loto,nb,all,A01,119,26,0.7692307692307693,0.5,0.0,0.0,0.0,0.5083333333333333
loto,nb,all,A02,119,26,0.6153846153846154,0.5454545454545454,1.0,0.09090909090909091,0.16666666666666666,0.5333333333333333
loto,nb,all,A03,119,26,0.5,0.5,0.0,0.0,0.0,0.621301775147929
loto,nb,all,B01,129,16,0.6875,0.7083333333333333,0.8888888888888888,0.6666666666666666,0.7619047619047619,0.7708333333333334
loto,nb,all,B02,128,17,0.4117647058823529,0.5119047619047619,0.8333333333333334,0.35714285714285715,0.5,0.4880952380952381
loto,nb,all,B03,128,17,0.5294117647058824,0.5,0.5294117647058824,1.0,0.6923076923076923,0.40277777777777773
loto,nb,all,B04,128,17,0.5294117647058824,0.4916666666666667,0.7,0.5833333333333334,0.6363636363636364,0.5666666666666667
loto,dummy,all,A01,119,26,0.23076923076923078,0.5,0.23076923076923078,1.0,0.375,0.5
loto,dummy,all,A02,119,26,0.4230769230769231,0.5,0.4230769230769231,1.0,0.5945945945945946,0.5
loto,dummy,all,A03,119,26,0.5,0.5,0.5,1.0,0.6666666666666666,0.5
loto,dummy,all,B01,129,16,0.75,0.5,0.75,1.0,0.8571428571428571,0.5
loto,dummy,all,B02,128,17,0.17647058823529413,0.5,0.0,0.0,0.0,0.5
loto,dummy,all,B03,128,17,0.5294117647058824,0.5,0.5294117647058824,1.0,0.6923076923076923,0.5
loto,dummy,all,B04,128,17,0.7058823529411765,0.5,0.7058823529411765,1.0,0.8275862068965517,0.5
losato,logreg,all,A01__A01,144,1,0.0,,0.0,0.0,0.0,
losato,logreg,all,A01__A02,144,1,1.0,,0.0,0.0,0.0,
losato,logreg,all,A01__A03,144,1,1.0,,0.0,0.0,0.0,
losato,logreg,all,A03__A01,144,1,1.0,,0.0,0.0,0.0,
losato,logreg,all,A03__A02,144,1,1.0,,0.0,0.0,0.0,
losato,logreg,all,A03__A03,144,1,0.0,,0.0,0.0,0.0,
losato,logreg,all,A04__A01,144,1,0.0,,0.0,0.0,0.0,
losato,logreg,all,A04__A02,144,1,0.0,,0.0,0.0,0.0,
losato,logreg,all,A04__A03,144,1,0.0,,0.0,0.0,0.0,
losato,logreg,all,A05__A01,144,1,1.0,,0.0,0.0,0.0,
losato,logreg,all,A05__A02,144,1,1.0,,0.0,0.0,0.0,
losato,logreg,all,A05__A03,144,1,1.0,,0.0,0.0,0.0,
losato,logreg,all,A06__A01,144,1,1.0,,0.0,0.0,0.0,
losato,logreg,all,A06__A02,144,1,0.0,,0.0,0.0,0.0,
losato,logreg,all,A06__A03,144,1,1.0,,1.0,1.0,1.0,
losato,logreg,all,A07__A01,144,1,0.0,,0.0,0.0,0.0,
losato,logreg,all,A07__A02,144,1,0.0,,0.0,0.0,0.0,
losato,logreg,all,A07__A03,144,1,1.0,,0.0,0.0,0.0,
losato,logreg,all,A08__A01,144,1,1.0,,0.0,0.0,0.0,
losato,logreg,all,A08__A02,144,1,1.0,,0.0,0.0,0.0,
losato,logreg,all,A08__A03,144,1,0.0,,0.0,0.0,0.0,
losato,logreg,all,A09__A01,144,1,0.0,,0.0,0.0,0.0,
losato,logreg,all,A09__A02,144,1,0.0,,0.0,0.0,0.0,
losato,logreg,all,A09__A03,144,1,0.0,,0.0,0.0,0.0,
losato,logreg,all,A10__A01,144,1,1.0,,0.0,0.0,0.0,
losato,logreg,all,A10__A02,144,1,0.0,,0.0,0.0,0.0,
losato,logreg,all,A10__A03,144,1,0.0,,0.0,0.0,0.0,
losato,logreg,all,A11__A01,144,1,1.0,,0.0,0.0,0.0,
losato,logreg,all,A11__A02,144,1,1.0,,0.0,0.0,0.0,
losato,logreg,all,A11__A03,144,1,1.0,,0.0,0.0,0.0,
losato,logreg,all,A12__A01,144,1,1.0,,0.0,0.0,0.0,
losato,logreg,all,A12__A02,144,1,1.0,,0.0,0.0,0.0,
losato,logreg,all,A12__A03,144,1,0.0,,0.0,0.0,0.0,
losato,logreg,all,A13__A01,144,1,1.0,,0.0,0.0,0.0,
losato,logreg,all,A13__A02,144,1,0.0,,0.0,0.0,0.0,
losato,logreg,all,A13__A03,144,1,0.0,,0.0,0.0,0.0,
losato,logreg,all,A14__A01,144,1,1.0,,0.0,0.0,0.0,
losato,logreg,all,A14__A02,144,1,0.0,,0.0,0.0,0.0,
losato,logreg,all,A14__A03,144,1,0.0,,0.0,0.0,0.0,
losato,logreg,all,A15__A01,144,1,0.0,,0.0,0.0,0.0,
losato,logreg,all,A15__A02,144,1,1.0,,0.0,0.0,0.0,
losato,logreg,all,A15__A03,144,1,0.0,,0.0,0.0,0.0,
losato,logreg,all,A16__A01,144,1,1.0,,0.0,0.0,0.0,
losato,logreg,all,A16__A02,144,1,1.0,,0.0,0.0,0.0,
losato,logreg,all,A16__A03,144,1,1.0,,0.0,0.0,0.0,
losato,logreg,all,A17__A01,144,1,1.0,,0.0,0.0,0.0,
losato,logreg,all,A17__A02,144,1,1.0,,0.0,0.0,0.0,
losato,logreg,all,A17__A03,144,1,1.0,,1.0,1.0,1.0,
losato,logreg,all,A19__A01,144,1,0.0,,0.0,0.0,0.0,
losato,logreg,all,A19__A02,144,1,0.0,,0.0,0.0,0.0,
losato,logreg,all,A19__A03,144,1,1.0,,1.0,1.0,1.0,
losato,logreg,all,A20__A01,144,1,1.0,,1.0,1.0,1.0,
losato,logreg,all,A20__A02,144,1,1.0,,1.0,1.0,1.0,
losato,logreg,all,A20__A03,144,1,0.0,,0.0,0.0,0.0,
losato,logreg,all,A21__A01,144,1,1.0,,0.0,0.0,0.0,
losato,logreg,all,A21__A02,144,1,0.0,,0.0,0.0,0.0,
losato,logreg,all,A21__A03,144,1,1.0,,1.0,1.0,1.0,
losato,logreg,all,A22__A01,144,1,1.0,,0.0,0.0,0.0,
losato,logreg,all,A22__A02,144,1,0.0,,0.0,0.0,0.0,
losato,logreg,all,A22__A03,144,1,1.0,,1.0,1.0,1.0,
losato,logreg,all,A23__A01,144,1,1.0,,0.0,0.0,0.0,
losato,logreg,all,A23__A02,144,1,1.0,,0.0,0.0,0.0,
losato,logreg,all,A23__A03,144,1,0.0,,0.0,0.0,0.0,
losato,logreg,all,A24__A01,144,1,0.0,,0.0,0.0,0.0,
losato,logreg,all,A24__A02,144,1,0.0,,0.0,0.0,0.0,
losato,logreg,all,A24__A03,144,1,0.0,,0.0,0.0,0.0,
losato,logreg,all,A25__A01,144,1,1.0,,0.0,0.0,0.0,
losato,logreg,all,A25__A02,144,1,1.0,,0.0,0.0,0.0,
losato,logreg,all,A25__A03,144,1,1.0,,0.0,0.0,0.0,
losato,logreg,all,A27__A01,144,1,0.0,,0.0,0.0,0.0,
losato,logreg,all,A27__A02,144,1,1.0,,1.0,1.0,1.0,
losato,logreg,all,A27__A03,144,1,1.0,,1.0,1.0,1.0,
losato,logreg,all,A28__A01,144,1,1.0,,0.0,0.0,0.0,
losato,logreg,all,A28__A02,144,1,0.0,,0.0,0.0,0.0,
losato,logreg,all,A28__A03,144,1,0.0,,0.0,0.0,0.0,
losato,logreg,all,A30__A01,144,1,1.0,,1.0,1.0,1.0,
losato,logreg,all,A30__A02,144,1,0.0,,0.0,0.0,0.0,
losato,logreg,all,A30__A03,144,1,0.0,,0.0,0.0,0.0,
losato,logreg,all,B01__B01,144,1,1.0,,1.0,1.0,1.0,
losato,logreg,all,B01__B02,144,1,0.0,,0.0,0.0,0.0,
losato,logreg,all,B01__B03,144,1,0.0,,0.0,0.0,0.0,
losato,logreg,all,B01__B04,144,1,0.0,,0.0,0.0,0.0,
losato,logreg,all,B02__B01,144,1,1.0,,1.0,1.0,1.0,
losato,logreg,all,B02__B02,144,1,1.0,,1.0,1.0,1.0,
losato,logreg,all,B02__B03,144,1,1.0,,1.0,1.0,1.0,
losato,logreg,all,B02__B04,144,1,1.0,,1.0,1.0,1.0,
losato,logreg,all,B03__B01,144,1,0.0,,0.0,0.0,0.0,
losato,logreg,all,B03__B02,144,1,1.0,,1.0,1.0,1.0,
losato,logreg,all,B03__B03,144,1,1.0,,1.0,1.0,1.0,
losato,logreg,all,B03__B04,144,1,0.0,,0.0,0.0,0.0,
losato,logreg,all,B06__B01,144,1,0.0,,0.0,0.0,0.0,
losato,logreg,all,B06__B02,144,1,1.0,,1.0,1.0,1.0,
losato,logreg,all,B06__B03,144,1,1.0,,1.0,1.0,1.0,
losato,logreg,all,B06__B04,144,1,0.0,,0.0,0.0,0.0,
losato,logreg,all,B07__B01,144,1,1.0,,1.0,1.0,1.0,
losato,logreg,all,B07__B02,144,1,1.0,,1.0,1.0,1.0,
losato,logreg,all,B07__B03,144,1,0.0,,0.0,0.0,0.0,
losato,logreg,all,B07__B04,144,1,1.0,,1.0,1.0,1.0,
losato,logreg,all,B08__B01,144,1,1.0,,1.0,1.0,1.0,
losato,logreg,all,B08__B02,144,1,1.0,,0.0,0.0,0.0,
losato,logreg,all,B08__B03,144,1,0.0,,0.0,0.0,0.0,
losato,logreg,all,B08__B04,144,1,1.0,,1.0,1.0,1.0,
losato,logreg,all,B09__B01,144,1,1.0,,1.0,1.0,1.0,
losato,logreg,all,B09__B02,144,1,1.0,,1.0,1.0,1.0,
losato,logreg,all,B09__B03,144,1,0.0,,0.0,0.0,0.0,
losato,logreg,all,B09__B04,144,1,0.0,,0.0,0.0,0.0,
losato,logreg,all,B10__B01,144,1,1.0,,1.0,1.0,1.0,
losato,logreg,all,B10__B02,144,1,1.0,,1.0,1.0,1.0,
losato,logreg,all,B10__B03,144,1,0.0,,0.0,0.0,0.0,
losato,logreg,all,B10__B04,144,1,0.0,,0.0,0.0,0.0,
losato,logreg,all,B12__B01,144,1,1.0,,1.0,1.0,1.0,
losato,logreg,all,B12__B02,144,1,1.0,,1.0,1.0,1.0,
losato,logreg,all,B12__B03,144,1,0.0,,0.0,0.0,0.0,
losato,logreg,all,B12__B04,144,1,0.0,,0.0,0.0,0.0,
losato,logreg,all,B13__B01,144,1,1.0,,0.0,0.0,0.0,
losato,logreg,all,B13__B02,144,1,0.0,,0.0,0.0,0.0,
losato,logreg,all,B13__B03,144,1,0.0,,0.0,0.0,0.0,
losato,logreg,all,B13__B04,144,1,1.0,,0.0,0.0,0.0,
losato,logreg,all,B14__B01,144,1,0.0,,0.0,0.0,0.0,
losato,logreg,all,B14__B02,144,1,1.0,,1.0,1.0,1.0,
losato,logreg,all,B14__B03,144,1,1.0,,0.0,0.0,0.0,
losato,logreg,all,B14__B04,144,1,0.0,,0.0,0.0,0.0,
losato,logreg,all,B15__B01,144,1,1.0,,1.0,1.0,1.0,
losato,logreg,all,B15__B02,144,1,1.0,,1.0,1.0,1.0,
losato,logreg,all,B15__B03,144,1,1.0,,1.0,1.0,1.0,
losato,logreg,all,B15__B04,144,1,1.0,,1.0,1.0,1.0,
losato,logreg,all,B16__B01,144,1,0.0,,0.0,0.0,0.0,
losato,logreg,all,B16__B02,144,1,1.0,,1.0,1.0,1.0,
losato,logreg,all,B16__B03,144,1,1.0,,1.0,1.0,1.0,
losato,logreg,all,B16__B04,144,1,1.0,,1.0,1.0,1.0,
losato,logreg,all,B17__B01,144,1,1.0,,0.0,0.0,0.0,
losato,logreg,all,B17__B02,144,1,0.0,,0.0,0.0,0.0,
losato,logreg,all,B17__B03,144,1,0.0,,0.0,0.0,0.0,
losato,logreg,all,B17__B04,144,1,0.0,,0.0,0.0,0.0,
losato,logreg,all,B18__B02,144,1,1.0,,1.0,1.0,1.0,
losato,logreg,all,B18__B03,144,1,0.0,,0.0,0.0,0.0,
losato,logreg,all,B18__B04,144,1,1.0,,1.0,1.0,1.0,
losato,logreg,all,B19__B01,144,1,1.0,,1.0,1.0,1.0,
losato,logreg,all,B19__B02,144,1,1.0,,1.0,1.0,1.0,
losato,logreg,all,B19__B03,144,1,1.0,,0.0,0.0,0.0,
losato,logreg,all,B19__B04,144,1,0.0,,0.0,0.0,0.0,
losato,logreg,all,B20__B01,144,1,1.0,,1.0,1.0,1.0,
losato,logreg,all,B20__B02,144,1,0.0,,0.0,0.0,0.0,
losato,logreg,all,B20__B03,144,1,0.0,,0.0,0.0,0.0,
losato,logreg,all,B20__B04,144,1,1.0,,1.0,1.0,1.0,
losato,rf,all,A01__A01,144,1,1.0,,0.0,0.0,0.0,
losato,rf,all,A01__A02,144,1,0.0,,0.0,0.0,0.0,
losato,rf,all,A01__A03,144,1,1.0,,0.0,0.0,0.0,
losato,rf,all,A03__A01,144,1,1.0,,0.0,0.0,0.0,
losato,rf,all,A03__A02,144,1,1.0,,0.0,0.0,0.0,
losato,rf,all,A03__A03,144,1,1.0,,0.0,0.0,0.0,
losato,rf,all,A04__A01,144,1,0.0,,0.0,0.0,0.0,
losato,rf,all,A04__A02,144,1,0.0,,0.0,0.0,0.0,
losato,rf,all,A04__A03,144,1,0.0,,0.0,0.0,0.0,
losato,rf,all,A05__A01,144,1,1.0,,0.0,0.0,0.0,
losato,rf,all,A05__A02,144,1,1.0,,0.0,0.0,0.0,
losato,rf,all,A05__A03,144,1,1.0,,0.0,0.0,0.0,
losato,rf,all,A06__A01,144,1,1.0,,0.0,0.0,0.0,
losato,rf,all,A06__A02,144,1,0.0,,0.0,0.0,0.0,
losato,rf,all,A06__A03,144,1,0.0,,0.0,0.0,0.0,
losato,rf,all,A07__A01,144,1,0.0,,0.0,0.0,0.0,
losato,rf,all,A07__A02,144,1,0.0,,0.0,0.0,0.0,
losato,rf,all,A07__A03,144,1,0.0,,0.0,0.0,0.0,
losato,rf,all,A08__A01,144,1,1.0,,0.0,0.0,0.0,
losato,rf,all,A08__A02,144,1,0.0,,0.0,0.0,0.0,
losato,rf,all,A08__A03,144,1,0.0,,0.0,0.0,0.0,
losato,rf,all,A09__A01,144,1,1.0,,0.0,0.0,0.0,
losato,rf,all,A09__A02,144,1,0.0,,0.0,0.0,0.0,
losato,rf,all,A09__A03,144,1,0.0,,0.0,0.0,0.0,
losato,rf,all,A10__A01,144,1,1.0,,0.0,0.0,0.0,
losato,rf,all,A10__A02,144,1,1.0,,0.0,0.0,0.0,
losato,rf,all,A10__A03,144,1,1.0,,0.0,0.0,0.0,
losato,rf,all,A11__A01,144,1,1.0,,0.0,0.0,0.0,
losato,rf,all,A11__A02,144,1,1.0,,0.0,0.0,0.0,
losato,rf,all,A11__A03,144,1,1.0,,0.0,0.0,0.0,
losato,rf,all,A12__A01,144,1,1.0,,0.0,0.0,0.0,
losato,rf,all,A12__A02,144,1,0.0,,0.0,0.0,0.0,
losato,rf,all,A12__A03,144,1,0.0,,0.0,0.0,0.0,
losato,rf,all,A13__A01,144,1,0.0,,0.0,0.0,0.0,
losato,rf,all,A13__A02,144,1,1.0,,1.0,1.0,1.0,
losato,rf,all,A13__A03,144,1,1.0,,1.0,1.0,1.0,
losato,rf,all,A14__A01,144,1,1.0,,0.0,0.0,0.0,
losato,rf,all,A14__A02,144,1,1.0,,0.0,0.0,0.0,
losato,rf,all,A14__A03,144,1,1.0,,0.0,0.0,0.0,
losato,rf,all,A15__A01,144,1,0.0,,0.0,0.0,0.0,
losato,rf,all,A15__A02,144,1,0.0,,0.0,0.0,0.0,
losato,rf,all,A15__A03,144,1,0.0,,0.0,0.0,0.0,
losato,rf,all,A16__A01,144,1,1.0,,0.0,0.0,0.0,
losato,rf,all,A16__A02,144,1,1.0,,0.0,0.0,0.0,
losato,rf,all,A16__A03,144,1,1.0,,0.0,0.0,0.0,
losato,rf,all,A17__A01,144,1,1.0,,0.0,0.0,0.0,
losato,rf,all,A17__A02,144,1,1.0,,0.0,0.0,0.0,
losato,rf,all,A17__A03,144,1,0.0,,0.0,0.0,0.0,
losato,rf,all,A19__A01,144,1,1.0,,0.0,0.0,0.0,
losato,rf,all,A19__A02,144,1,0.0,,0.0,0.0,0.0,
losato,rf,all,A19__A03,144,1,0.0,,0.0,0.0,0.0,
losato,rf,all,A20__A01,144,1,1.0,,1.0,1.0,1.0,
losato,rf,all,A20__A02,144,1,1.0,,1.0,1.0,1.0,
losato,rf,all,A20__A03,144,1,1.0,,1.0,1.0,1.0,
losato,rf,all,A21__A01,144,1,1.0,,0.0,0.0,0.0,
losato,rf,all,A21__A02,144,1,0.0,,0.0,0.0,0.0,
losato,rf,all,A21__A03,144,1,0.0,,0.0,0.0,0.0,
losato,rf,all,A22__A01,144,1,1.0,,0.0,0.0,0.0,
losato,rf,all,A22__A02,144,1,0.0,,0.0,0.0,0.0,
losato,rf,all,A22__A03,144,1,1.0,,1.0,1.0,1.0,
losato,rf,all,A23__A01,144,1,1.0,,0.0,0.0,0.0,
losato,rf,all,A23__A02,144,1,1.0,,0.0,0.0,0.0,
losato,rf,all,A23__A03,144,1,1.0,,0.0,0.0,0.0,
losato,rf,all,A24__A01,144,1,0.0,,0.0,0.0,0.0,
losato,rf,all,A24__A02,144,1,1.0,,1.0,1.0,1.0,
losato,rf,all,A24__A03,144,1,1.0,,1.0,1.0,1.0,
losato,rf,all,A25__A01,144,1,1.0,,0.0,0.0,0.0,
losato,rf,all,A25__A02,144,1,1.0,,0.0,0.0,0.0,
losato,rf,all,A25__A03,144,1,1.0,,0.0,0.0,0.0,
losato,rf,all,A27__A01,144,1,0.0,,0.0,0.0,0.0,
losato,rf,all,A27__A02,144,1,1.0,,1.0,1.0,1.0,
losato,rf,all,A27__A03,144,1,1.0,,1.0,1.0,1.0,
losato,rf,all,A28__A01,144,1,1.0,,0.0,0.0,0.0,
losato,rf,all,A28__A02,144,1,0.0,,0.0,0.0,0.0,
losato,rf,all,A28__A03,144,1,1.0,,0.0,0.0,0.0,
losato,rf,all,A30__A01,144,1,1.0,,1.0,1.0,1.0,
losato,rf,all,A30__A02,144,1,1.0,,1.0,1.0,1.0,
losato,rf,all,A30__A03,144,1,1.0,,1.0,1.0,1.0,
losato,rf,all,B01__B01,144,1,1.0,,1.0,1.0,1.0,
losato,rf,all,B01__B02,144,1,0.0,,0.0,0.0,0.0,
losato,rf,all,B01__B03,144,1,1.0,,1.0,1.0,1.0,
losato,rf,all,B01__B04,144,1,0.0,,0.0,0.0,0.0,
losato,rf,all,B02__B01,144,1,1.0,,1.0,1.0,1.0,
losato,rf,all,B02__B02,144,1,1.0,,1.0,1.0,1.0,
losato,rf,all,B02__B03,144,1,1.0,,1.0,1.0,1.0,
losato,rf,all,B02__B04,144,1,1.0,,1.0,1.0,1.0,
losato,rf,all,B03__B01,144,1,0.0,,0.0,0.0,0.0,
losato,rf,all,B03__B02,144,1,1.0,,1.0,1.0,1.0,
losato,rf,all,B03__B03,144,1,1.0,,1.0,1.0,1.0,
losato,rf,all,B03__B04,144,1,0.0,,0.0,0.0,0.0,
losato,rf,all,B06__B01,144,1,1.0,,1.0,1.0,1.0,
losato,rf,all,B06__B02,144,1,1.0,,1.0,1.0,1.0,
losato,rf,all,B06__B03,144,1,1.0,,1.0,1.0,1.0,
losato,rf,all,B06__B04,144,1,1.0,,1.0,1.0,1.0,
losato,rf,all,B07__B01,144,1,1.0,,1.0,1.0,1.0,
losato,rf,all,B07__B02,144,1,1.0,,1.0,1.0,1.0,
losato,rf,all,B07__B03,144,1,1.0,,1.0,1.0,1.0,
losato,rf,all,B07__B04,144,1,1.0,,1.0,1.0,1.0,
losato,rf,all,B08__B01,144,1,1.0,,1.0,1.0,1.0,
losato,rf,all,B08__B02,144,1,0.0,,0.0,0.0,0.0,
losato,rf,all,B08__B03,144,1,0.0,,0.0,0.0,0.0,
losato,rf,all,B08__B04,144,1,0.0,,0.0,0.0,0.0,
losato,rf,all,B09__B01,144,1,1.0,,1.0,1.0,1.0,
losato,rf,all,B09__B02,144,1,1.0,,1.0,1.0,1.0,
losato,rf,all,B09__B03,144,1,0.0,,0.0,0.0,0.0,
losato,rf,all,B09__B04,144,1,1.0,,1.0,1.0,1.0,
losato,rf,all,B10__B01,144,1,1.0,,1.0,1.0,1.0,
losato,rf,all,B10__B02,144,1,1.0,,1.0,1.0,1.0,
losato,rf,all,B10__B03,144,1,0.0,,0.0,0.0,0.0,
losato,rf,all,B10__B04,144,1,1.0,,1.0,1.0,1.0,
losato,rf,all,B12__B01,144,1,1.0,,1.0,1.0,1.0,
losato,rf,all,B12__B02,144,1,1.0,,1.0,1.0,1.0,
losato,rf,all,B12__B03,144,1,0.0,,0.0,0.0,0.0,
losato,rf,all,B12__B04,144,1,0.0,,0.0,0.0,0.0,
losato,rf,all,B13__B01,144,1,0.0,,0.0,0.0,0.0,
losato,rf,all,B13__B02,144,1,1.0,,1.0,1.0,1.0,
