strategy,model,feature_set,fold,n_train,n_test,accuracy,balanced_accuracy,precision,recall,f1,roc_auc
losato,rf,all,B13__B03,144,1,0.0,,0.0,0.0,0.0,
losato,rf,all,B13__B04,144,1,1.0,,0.0,0.0,0.0,
losato,rf,all,B14__B01,144,1,0.0,,0.0,0.0,0.0,
losato,rf,all,B14__B02,144,1,1.0,,1.0,1.0,1.0,
losato,rf,all,B14__B03,144,1,0.0,,0.0,0.0,0.0,
losato,rf,all,B14__B04,144,1,0.0,,0.0,0.0,0.0,
losato,rf,all,B15__B01,144,1,1.0,,1.0,1.0,1.0,
losato,rf,all,B15__B02,144,1,1.0,,1.0,1.0,1.0,
losato,rf,all,B15__B03,144,1,1.0,,1.0,1.0,1.0,
losato,rf,all,B15__B04,144,1,1.0,,1.0,1.0,1.0,
losato,rf,all,B16__B01,144,1,1.0,,1.0,1.0,1.0,
losato,rf,all,B16__B02,144,1,1.0,,1.0,1.0,1.0,
losato,rf,all,B16__B03,144,1,1.0,,1.0,1.0,1.0,
losato,rf,all,B16__B04,144,1,1.0,,1.0,1.0,1.0,
losato,rf,all,B17__B01,144,1,0.0,,0.0,0.0,0.0,
losato,rf,all,B17__B02,144,1,0.0,,0.0,0.0,0.0,
losato,rf,all,B17__B03,144,1,0.0,,0.0,0.0,0.0,
losato,rf,all,B17__B04,144,1,0.0,,0.0,0.0,0.0,
losato,rf,all,B18__B02,144,1,1.0,,1.0,1.0,1.0,
losato,rf,all,B18__B03,144,1,1.0,,1.0,1.0,1.0,
losato,rf,all,B18__B04,144,1,1.0,,1.0,1.0,1.0,
losato,rf,all,B19__B01,144,1,1.0,,1.0,1.0,1.0,
losato,rf,all,B19__B02,144,1,1.0,,1.0,1.0,1.0,
losato,rf,all,B19__B03,144,1,0.0,,0.0,0.0,0.0,
losato,rf,all,B19__B04,144,1,1.0,,1.0,1.0,1.0,
losato,rf,all,B20__B01,144,1,1.0,,1.0,1.0,1.0,
losato,rf,all,B20__B02,144,1,0.0,,0.0,0.0,0.0,
losato,rf,all,B20__B03,144,1,0.0,,0.0,0.0,0.0,
losato,rf,all,B20__B04,144,1,1.0,,1.0,1.0,1.0,
losato,svm,all,A01__A01,144,1,1.0,,0.0,0.0,0.0,
losato,svm,all,A01__A02,144,1,1.0,,0.0,0.0,0.0,
losato,svm,all,A01__A03,144,1,1.0,,0.0,0.0,0.0,
losato,svm,all,A03__A01,144,1,1.0,,0.0,0.0,0.0,
losato,svm,all,A03__A02,144,1,1.0,,0.0,0.0,0.0,
losato,svm,all,A03__A03,144,1,1.0,,0.0,0.0,0.0,
losato,svm,all,A04__A01,144,1,0.0,,0.0,0.0,0.0,
losato,svm,all,A04__A02,144,1,0.0,,0.0,0.0,0.0,
losato,svm,all,A04__A03,144,1,0.0,,0.0,0.0,0.0,
losato,svm,all,A05__A01,144,1,1.0,,0.0,0.0,0.0,
losato,svm,all,A05__A02,144,1,1.0,,0.0,0.0,0.0,
losato,svm,all,A05__A03,144,1,1.0,,0.0,0.0,0.0,
losato,svm,all,A06__A01,144,1,1.0,,0.0,0.0,0.0,
losato,svm,all,A06__A02,144,1,0.0,,0.0,0.0,0.0,
losato,svm,all,A06__A03,144,1,0.0,,0.0,0.0,0.0,
losato,svm,all,A07__A01,144,1,0.0,,0.0,0.0,0.0,
losato,svm,all,A07__A02,144,1,0.0,,0.0,0.0,0.0,
losato,svm,all,A07__A03,144,1,1.0,,0.0,0.0,0.0,
losato,svm,all,A08__A01,144,1,1.0,,0.0,0.0,0.0,
losato,svm,all,A08__A02,144,1,1.0,,0.0,0.0,0.0,
losato,svm,all,A08__A03,144,1,1.0,,0.0,0.0,0.0,
losato,svm,all,A09__A01,144,1,1.0,,0.0,0.0,0.0,
losato,svm,all,A09__A02,144,1,0.0,,0.0,0.0,0.0,
losato,svm,all,A09__A03,144,1,0.0,,0.0,0.0,0.0,
losato,svm,all,A10__A01,144,1,1.0,,0.0,0.0,0.0,
losato,svm,all,A10__A02,144,1,1.0,,0.0,0.0,0.0,
losato,svm,all,A10__A03,144,1,1.0,,0.0,0.0,0.0,
losato,svm,all,A11__A01,144,1,1.0,,0.0,0.0,0.0,
losato,svm,all,A11__A02,144,1,1.0,,0.0,0.0,0.0,
losato,svm,all,A11__A03,144,1,1.0,,0.0,0.0,0.0,
losato,svm,all,A12__A01,144,1,1.0,,0.0,0.0,0.0,
losato,svm,all,A12__A02,144,1,1.0,,0.0,0.0,0.0,
losato,svm,all,A12__A03,144,1,0.0,,0.0,0.0,0.0,
losato,svm,all,A13__A01,144,1,1.0,,0.0,0.0,0.0,
losato,svm,all,A13__A02,144,1,0.0,,0.0,0.0,0.0,
losato,svm,all,A13__A03,144,1,0.0,,0.0,0.0,0.0,
losato,svm,all,A14__A01,144,1,1.0,,0.0,0.0,0.0,
losato,svm,all,A14__A02,144,1,1.0,,0.0,0.0,0.0,
losato,svm,all,A14__A03,144,1,1.0,,0.0,0.0,0.0,
losato,svm,all,A15__A01,144,1,0.0,,0.0,0.0,0.0,
losato,svm,all,A15__A02,144,1,1.0,,0.0,0.0,0.0,
losato,svm,all,A15__A03,144,1,0.0,,0.0,0.0,0.0,
losato,svm,all,A16__A01,144,1,1.0,,0.0,0.0,0.0,
losato,svm,all,A16__A02,144,1,1.0,,0.0,0.0,0.0,
losato,svm,all,A16__A03,144,1,1.0,,0.0,0.0,0.0,
losato,svm,all,A17__A01,144,1,1.0,,0.0,0.0,0.0,
losato,svm,all,A17__A02,144,1,0.0,,0.0,0.0,0.0,
losato,svm,all,A17__A03,144,1,1.0,,1.0,1.0,1.0,
losato,svm,all,A19__A01,144,1,1.0,,0.0,0.0,0.0,
losato,svm,all,A19__A02,144,1,1.0,,0.0,0.0,0.0,
losato,svm,all,A19__A03,144,1,0.0,,0.0,0.0,0.0,
losato,svm,all,A20__A01,144,1,1.0,,1.0,1.0,1.0,
losato,svm,all,A20__A02,144,1,0.0,,0.0,0.0,0.0,
losato,svm,all,A20__A03,144,1,0.0,,0.0,0.0,0.0,
losato,svm,all,A21__A01,144,1,1.0,,0.0,0.0,0.0,
losato,svm,all,A21__A02,144,1,1.0,,0.0,0.0,0.0,
losato,svm,all,A21__A03,144,1,0.0,,0.0,0.0,0.0,
losato,svm,all,A22__A01,144,1,1.0,,0.0,0.0,0.0,
losato,svm,all,A22__A02,144,1,0.0,,0.0,0.0,0.0,
losato,svm,all,A22__A03,144,1,0.0,,0.0,0.0,0.0,
losato,svm,all,A23__A01,144,1,1.0,,0.0,0.0,0.0,
losato,svm,all,A23__A02,144,1,1.0,,0.0,0.0,0.0,
losato,svm,all,A23__A03,144,1,1.0,,0.0,0.0,0.0,
losato,svm,all,A24__A01,144,1,0.0,,0.0,0.0,0.0,
losato,svm,all,A24__A02,144,1,0.0,,0.0,0.0,0.0,
losato,svm,all,A24__A03,144,1,0.0,,0.0,0.0,0.0,
losato,svm,all,A25__A01,144,1,1.0,,0.0,0.0,0.0,
losato,svm,all,A25__A02,144,1,1.0,,0.0,0.0,0.0,
losato,svm,all,A25__A03,144,1,1.0,,0.0,0.0,0.0,
losato,svm,all,A27__A01,144,1,1.0,,0.0,0.0,0.0,
losato,svm,all,A27__A02,144,1,1.0,,1.0,1.0,1.0,
losato,svm,all,A27__A03,144,1,1.0,,1.0,1.0,1.0,
losato,svm,all,A28__A01,144,1,1.0,,0.0,0.0,0.0,
losato,svm,all,A28__A02,144,1,0.0,,0.0,0.0,0.0,
losato,svm,all,A28__A03,144,1,1.0,,0.0,0.0,0.0,
losato,svm,all,A30__A01,144,1,0.0,,0.0,0.0,0.0,
losato,svm,all,A30__A02,144,1,0.0,,0.0,0.0,0.0,
losato,svm,all,A30__A03,144,1,0.0,,0.0,0.0,0.0,
losato,svm,all,B01__B01,144,1,1.0,,1.0,1.0,1.0,
losato,svm,all,B01__B02,144,1,0.0,,0.0,0.0,0.0,
losato,svm,all,B01__B03,144,1,1.0,,1.0,1.0,1.0,
losato,svm,all,B01__B04,144,1,0.0,,0.0,0.0,0.0,
losato,svm,all,B02__B01,144,1,1.0,,1.0,1.0,1.0,
losato,svm,all,B02__B02,144,1,1.0,,1.0,1.0,1.0,
losato,svm,all,B02__B03,144,1,1.0,,1.0,1.0,1.0,
losato,svm,all,B02__B04,144,1,1.0,,1.0,1.0,1.0,
losato,svm,all,B03__B01,144,1,0.0,,0.0,0.0,0.0,
losato,svm,all,B03__B02,144,1,1.0,,1.0,1.0,1.0,
losato,svm,all,B03__B03,144,1,1.0,,1.0,1.0,1.0,
losato,svm,all,B03__B04,144,1,0.0,,0.0,0.0,0.0,
losato,svm,all,B06__B01,144,1,1.0,,1.0,1.0,1.0,
losato,svm,all,B06__B02,144,1,1.0,,1.0,1.0,1.0,
losato,svm,all,B06__B03,144,1,1.0,,1.0,1.0,1.0,
losato,svm,all,B06__B04,144,1,1.0,,1.0,1.0,1.0,
losato,svm,all,B07__B01,144,1,1.0,,1.0,1.0,1.0,
losato,svm,all,B07__B02,144,1,1.0,,1.0,1.0,1.0,
losato,svm,all,B07__B03,144,1,1.0,,1.0,1.0,1.0,
losato,svm,all,B07__B04,144,1,1.0,,1.0,1.0,1.0,
losato,svm,all,B08__B01,144,1,1.0,,1.0,1.0,1.0,
losato,svm,all,B08__B02,144,1,0.0,,0.0,0.0,0.0,
losato,svm,all,B08__B03,144,1,0.0,,0.0,0.0,0.0,
losato,svm,all,B08__B04,144,1,1.0,,1.0,1.0,1.0,
losato,svm,all,B09__B01,144,1,1.0,,1.0,1.0,1.0,
losato,svm,all,B09__B02,144,1,1.0,,1.0,1.0,1.0,
losato,svm,all,B09__B03,144,1,0.0,,0.0,0.0,0.0,
losato,svm,all,B09__B04,144,1,1.0,,1.0,1.0,1.0,
losato,svm,all,B10__B01,144,1,1.0,,1.0,1.0,1.0,
losato,svm,all,B10__B02,144,1,1.0,,1.0,1.0,1.0,
losato,svm,all,B10__B03,144,1,0.0,,0.0,0.0,0.0,
losato,svm,all,B10__B04,144,1,1.0,,1.0,1.0,1.0,
losato,svm,all,B12__B01,144,1,1.0,,1.0,1.0,1.0,
losato,svm,all,B12__B02,144,1,1.0,,1.0,1.0,1.0,
losato,svm,all,B12__B03,144,1,1.0,,1.0,1.0,1.0,
losato,svm,all,B12__B04,144,1,0.0,,0.0,0.0,0.0,
losato,svm,all,B13__B01,144,1,0.0,,0.0,0.0,0.0,
losato,svm,all,B13__B02,144,1,0.0,,0.0,0.0,0.0,
losato,svm,all,B13__B03,144,1,0.0,,0.0,0.0,0.0,
losato,svm,all,B13__B04,144,1,1.0,,0.0,0.0,0.0,
losato,svm,all,B14__B01,144,1,0.0,,0.0,0.0,0.0,
losato,svm,all,B14__B02,144,1,1.0,,1.0,1.0,1.0,
losato,svm,all,B14__B03,144,1,0.0,,0.0,0.0,0.0,
losato,svm,all,B14__B04,144,1,1.0,,1.0,1.0,1.0,
losato,svm,all,B15__B01,144,1,1.0,,1.0,1.0,1.0,
losato,svm,all,B15__B02,144,1,1.0,,1.0,1.0,1.0,
losato,svm,all,B15__B03,144,1,1.0,,1.0,1.0,1.0,
losato,svm,all,B15__B04,144,1,1.0,,1.0,1.0,1.0,
losato,svm,all,B16__B01,144,1,1.0,,1.0,1.0,1.0,
losato,svm,all,B16__B02,144,1,1.0,,1.0,1.0,1.0,
losato,svm,all,B16__B03,144,1,1.0,,1.0,1.0,1.0,
losato,svm,all,B16__B04,144,1,1.0,,1.0,1.0,1.0,
losato,svm,all,B17__B01,144,1,0.0,,0.0,0.0,0.0,
losato,svm,all,B17__B02,144,1,0.0,,0.0,0.0,0.0,
losato,svm,all,B17__B03,144,1,0.0,,0.0,0.0,0.0,
losato,svm,all,B17__B04,144,1,0.0,,0.0,0.0,0.0,
losato,svm,all,B18__B02,144,1,1.0,,1.0,1.0,1.0,
losato,svm,all,B18__B03,144,1,1.0,,1.0,1.0,1.0,
losato,svm,all,B18__B04,144,1,1.0,,1.0,1.0,1.0,
losato,svm,all,B19__B01,144,1,1.0,,1.0,1.0,1.0,
losato,svm,all,B19__B02,144,1,1.0,,1.0,1.0,1.0,
losato,svm,all,B19__B03,144,1,0.0,,0.0,0.0,0.0,
losato,svm,all,B19__B04,144,1,1.0,,1.0,1.0,1.0,
losato,svm,all,B20__B01,144,1,1.0,,1.0,1.0,1.0,
losato,svm,all,B20__B02,144,1,1.0,,1.0,1.0,1.0,
losato,svm,all,B20__B03,144,1,0.0,,0.0,0.0,0.0,
losato,svm,all,B20__B04,144,1,1.0,,1.0,1.0,1.0,
losato,knn,all,A01__A01,144,1,1.0,,0.0,0.0,0.0,
losato,knn,all,A01__A02,144,1,1.0,,0.0,0.0,0.0,
losato,knn,all,A01__A03,144,1,1.0,,0.0,0.0,0.0,
losato,knn,all,A03__A01,144,1,1.0,,0.0,0.0,0.0,
losato,knn,all,A03__A02,144,1,1.0,,0.0,0.0,0.0,
losato,knn,all,A03__A03,144,1,1.0,,0.0,0.0,0.0,
losato,knn,all,A04__A01,144,1,1.0,,1.0,1.0,1.0,
losato,knn,all,A04__A02,144,1,0.0,,0.0,0.0,0.0,
losato,knn,all,A04__A03,144,1,0.0,,0.0,0.0,0.0,
losato,knn,all,A05__A01,144,1,1.0,,0.0,0.0,0.0,
losato,knn,all,A05__A02,144,1,1.0,,0.0,0.0,0.0,
losato,knn,all,A05__A03,144,1,0.0,,0.0,0.0,0.0,
losato,knn,all,A06__A01,144,1,1.0,,0.0,0.0,0.0,
losato,knn,all,A06__A02,144,1,1.0,,1.0,1.0,1.0,
losato,knn,all,A06__A03,144,1,0.0,,0.0,0.0,0.0,
losato,knn,all,A07__A01,144,1,0.0,,0.0,0.0,0.0,
losato,knn,all,A07__A02,144,1,0.0,,0.0,0.0,0.0,
losato,knn,all,A07__A03,144,1,0.0,,0.0,0.0,0.0,
losato,knn,all,A08__A01,144,1,1.0,,0.0,0.0,0.0,
losato,knn,all,A08__A02,144,1,0.0,,0.0,0.0,0.0,
losato,knn,all,A08__A03,144,1,0.0,,0.0,0.0,0.0,
losato,knn,all,A09__A01,144,1,1.0,,0.0,0.0,0.0,
losato,knn,all,A09__A02,144,1,0.0,,0.0,0.0,0.0,
losato,knn,all,A09__A03,144,1,0.0,,0.0,0.0,0.0,
losato,knn,all,A10__A01,144,1,1.0,,0.0,0.0,0.0,
losato,knn,all,A10__A02,144,1,1.0,,0.0,0.0,0.0,
losato,knn,all,A10__A03,144,1,1.0,,0.0,0.0,0.0,
losato,knn,all,A11__A01,144,1,1.0,,0.0,0.0,0.0,
losato,knn,all,A11__A02,144,1,1.0,,0.0,0.0,0.0,
losato,knn,all,A11__A03,144,1,1.0,,0.0,0.0,0.0,
losato,knn,all,A12__A01,144,1,1.0,,0.0,0.0,0.0,
losato,knn,all,A12__A02,144,1,1.0,,0.0,0.0,0.0,
losato,knn,all,A12__A03,144,1,0.0,,0.0,0.0,0.0,
losato,knn,all,A13__A01,144,1,1.0,,0.0,0.0,0.0,
losato,knn,all,A13__A02,144,1,0.0,,0.0,0.0,0.0,
losato,knn,all,A13__A03,144,1,1.0,,1.0,1.0,1.0,
losato,knn,all,A14__A01,144,1,1.0,,0.0,0.0,0.0,
losato,knn,all,A14__A02,144,1,1.0,,0.0,0.0,0.0,
losato,knn,all,A14__A03,144,1,1.0,,0.0,0.0,0.0,
losato,knn,all,A15__A01,144,1,0.0,,0.0,0.0,0.0,
losato,knn,all,A15__A02,144,1,0.0,,0.0,0.0,0.0,
losato,knn,all,A15__A03,144,1,0.0,,0.0,0.0,0.0,
losato,knn,all,A16__A01,144,1,1.0,,0.0,0.0,0.0,
losato,knn,all,A16__A02,144,1,1.0,,0.0,0.0,0.0,
losato,knn,all,A16__A03,144,1,1.0,,0.0,0.0,0.0,
losato,knn,all,A17__A01,144,1,0.0,,0.0,0.0,0.0,
losato,knn,all,A17__A02,144,1,0.0,,0.0,0.0,0.0,
losato,knn,all,A17__A03,144,1,1.0,,1.0,1.0,1.0,
losato,knn,all,A19__A01,144,1,1.0,,0.0,0.0,0.0,
losato,knn,all,A19__A02,144,1,0.0,,0.0,0.0,0.0,
losato,knn,all,A19__A03,144,1,1.0,,1.0,1.0,1.0,
losato,knn,all,A20__A01,144,1,0.0,,0.0,0.0,0.0,
losato,knn,all,A20__A02,144,1,1.0,,1.0,1.0,1.0,
losato,knn,all,A20__A03,144,1,0.0,,0.0,0.0,0.0,
losato,knn,all,A21__A01,144,1,1.0,,0.0,0.0,0.0,
losato,knn,all,A21__A02,144,1,0.0,,0.0,0.0,0.0,
losato,knn,all,A21__A03,144,1,0.0,,0.0,0.0,0.0,
losato,knn,all,A22__A01,144,1,0.0,,0.0,0.0,0.0,
losato,knn,all,A22__A02,144,1,1.0,,1.0,1.0,1.0,
losato,knn,all,A22__A03,144,1,1.0,,1.0,1.0,1.0,
losato,knn,all,A23__A01,144,1,1.0,,0.0,0.0,0.0,
losato,knn,all,A23__A02,144,1,1.0,,0.0,0.0,0.0,
losato,knn,all,A23__A03,144,1,1.0,,0.0,0.0,0.0,
losato,knn,all,A24__A01,144,1,0.0,,0.0,0.0,0.0,
losato,knn,all,A24__A02,144,1,0.0,,0.0,0.0,0.0,
losato,knn,all,A24__A03,144,1,1.0,,1.0,1.0,1.0,
losato,knn,all,A25__A01,144,1,1.0,,0.0,0.0,0.0,
losato,knn,all,A25__A02,144,1,1.0,,0.0,0.0,0.0,
losato,knn,all,A25__A03,144,1,1.0,,0.0,0.0,0.0,
losato,knn,all,A27__A01,144,1,1.0,,0.0,0.0,0.0,
losato,knn,all,A27__A02,144,1,1.0,,1.0,1.0,1.0,
losato,knn,all,A27__A03,144,1,1.0,,1.0,1.0,1.0,
losato,knn,all,A28__A01,144,1,1.0,,0.0,0.0,0.0,
losato,knn,all,A28__A02,144,1,0.0,,0.0,0.0,0.0,
losato,knn,all,A28__A03,144,1,0.0,,0.0,0.0,0.0,
losato,knn,all,A30__A01,144,1,0.0,,0.0,0.0,0.0,
losato,knn,all,A30__A02,144,1,1.0,,1.0,1.0,1.0,
losato,knn,all,A30__A03,144,1,1.0,,1.0,1.0,1.0,
losato,knn,all,B01__B01,144,1,1.0,,1.0,1.0,1.0,
losato,knn,all,B01__B02,144,1,0.0,,0.0,0.0,0.0,
losato,knn,all,B01__B03,144,1,0.0,,0.0,0.0,0.0,
losato,knn,all,B01__B04,144,1,0.0,,0.0,0.0,0.0,
losato,knn,all,B02__B01,144,1,1.0,,1.0,1.0,1.0,
losato,knn,all,B02__B02,144,1,1.0,,1.0,1.0,1.0,
losato,knn,all,B02__B03,144,1,1.0,,1.0,1.0,1.0,
losato,knn,all,B02__B04,144,1,1.0,,1.0,1.0,1.0,
losato,knn,all,B03__B01,144,1,0.0,,0.0,0.0,0.0,
losato,knn,all,B03__B02,144,1,1.0,,1.0,1.0,1.0,
losato,knn,all,B03__B03,144,1,0.0,,0.0,0.0,0.0,
losato,knn,all,B03__B04,144,1,0.0,,0.0,0.0,0.0,
losato,knn,all,B06__B01,144,1,1.0,,1.0,1.0,1.0,
losato,knn,all,B06__B02,144,1,1.0,,1.0,1.0,1.0,
losato,knn,all,B06__B03,144,1,1.0,,1.0,1.0,1.0,
losato,knn,all,B06__B04,144,1,1.0,,1.0,1.0,1.0,
losato,knn,all,B07__B01,144,1,1.0,,1.0,1.0,1.0,
losato,knn,all,B07__B02,144,1,1.0,,1.0,1.0,1.0,
losato,knn,all,B07__B03,144,1,1.0,,1.0,1.0,1.0,
losato,knn,all,B07__B04,144,1,1.0,,1.0,1.0,1.0,
losato,knn,all,B08__B01,144,1,1.0,,1.0,1.0,1.0,
losato,knn,all,B08__B02,144,1,0.0,,0.0,0.0,0.0,
losato,knn,all,B08__B03,144,1,0.0,,0.0,0.0,0.0,
losato,knn,all,B08__B04,144,1,0.0,,0.0,0.0,0.0,
losato,knn,all,B09__B01,144,1,1.0,,1.0,1.0,1.0,
losato,knn,all,B09__B02,144,1,1.0,,1.0,1.0,1.0,
losato,knn,all,B09__B03,144,1,1.0,,0.0,0.0,0.0,
losato,knn,all,B09__B04,144,1,1.0,,1.0,1.0,1.0,
losato,knn,all,B10__B01,144,1,1.0,,1.0,1.0,1.0,
losato,knn,all,B10__B02,144,1,1.0,,1.0,1.0,1.0,
losato,knn,all,B10__B03,144,1,0.0,,0.0,0.0,0.0,
losato,knn,all,B10__B04,144,1,1.0,,1.0,1.0,1.0,
losato,knn,all,B12__B01,144,1,1.0,,1.0,1.0,1.0,
losato,knn,all,B12__B02,144,1,0.0,,0.0,0.0,0.0,
losato,knn,all,B12__B03,144,1,0.0,,0.0,0.0,0.0,
losato,knn,all,B12__B04,144,1,0.0,,0.0,0.0,0.0,
losato,knn,all,B13__B01,144,1,1.0,,0.0,0.0,0.0,
losato,knn,all,B13__B02,144,1,0.0,,0.0,0.0,0.0,
losato,knn,all,B13__B03,144,1,0.0,,0.0,0.0,0.0,
losato,knn,all,B13__B04,144,1,1.0,,0.0,0.0,0.0,
losato,knn,all,B14__B01,144,1,0.0,,0.0,0.0,0.0,
losato,knn,all,B14__B02,144,1,1.0,,1.0,1.0,1.0,
losato,knn,all,B14__B03,144,1,0.0,,0.0,0.0,0.0,
losato,knn,all,B14__B04,144,1,1.0,,1.0,1.0,1.0,
losato,knn,all,B15__B01,144,1,1.0,,1.0,1.0,1.0,
losato,knn,all,B15__B02,144,1,1.0,,1.0,1.0,1.0,
losato,knn,all,B15__B03,144,1,1.0,,1.0,1.0,1.0,
losato,knn,all,B15__B04,144,1,1.0,,1.0,1.0,1.0,
losato,knn,all,B16__B01,144,1,1.0,,1.0,1.0,1.0,
losato,knn,all,B16__B02,144,1,1.0,,1.0,1.0,1.0,
losato,knn,all,B16__B03,144,1,1.0,,1.0,1.0,1.0,
losato,knn,all,B16__B04,144,1,1.0,,1.0,1.0,1.0,
losato,knn,all,B17__B01,144,1,0.0,,0.0,0.0,0.0,
losato,knn,all,B17__B02,144,1,0.0,,0.0,0.0,0.0,
losato,knn,all,B17__B03,144,1,0.0,,0.0,0.0,0.0,
losato,knn,all,B17__B04,144,1,0.0,,0.0,0.0,0.0,
losato,knn,all,B18__B02,144,1,1.0,,1.0,1.0,1.0,
losato,knn,all,B18__B03,144,1,1.0,,1.0,1.0,1.0,
losato,knn,all,B18__B04,144,1,1.0,,1.0,1.0,1.0,
losato,knn,all,B19__B01,144,1,1.0,,1.0,1.0,1.0,
losato,knn,all,B19__B02,144,1,1.0,,1.0,1.0,1.0,
losato,knn,all,B19__B03,144,1,0.0,,0.0,0.0,0.0,
losato,knn,all,B19__B04,144,1,1.0,,1.0,1.0,1.0,
losato,knn,all,B20__B01,144,1,1.0,,1.0,1.0,1.0,
losato,knn,all,B20__B02,144,1,1.0,,1.0,1.0,1.0,
losato,knn,all,B20__B03,144,1,0.0,,0.0,0.0,0.0,
losato,knn,all,B20__B04,144,1,1.0,,1.0,1.0,1.0,
losato,gb,all,A01__A01,144,1,0.0,,0.0,0.0,0.0,
losato,gb,all,A01__A02,144,1,0.0,,0.0,0.0,0.0,
losato,gb,all,A01__A03,144,1,1.0,,0.0,0.0,0.0,
losato,gb,all,A03__A01,144,1,1.0,,0.0,0.0,0.0,
losato,gb,all,A03__A02,144,1,1.0,,0.0,0.0,0.0,
losato,gb,all,A03__A03,144,1,1.0,,0.0,0.0,0.0,
losato,gb,all,A04__A01,144,1,0.0,,0.0,0.0,0.0,
losato,gb,all,A04__A02,144,1,0.0,,0.0,0.0,0.0,
losato,gb,all,A04__A03,144,1,0.0,,0.0,0.0,0.0,
losato,gb,all,A05__A01,144,1,1.0,,0.0,0.0,0.0,
losato,gb,all,A05__A02,144,1,1.0,,0.0,0.0,0.0,
losato,gb,all,A05__A03,144,1,1.0,,0.0,0.0,0.0,
losato,gb,all,A06__A01,144,1,1.0,,0.0,0.0,0.0,
losato,gb,all,A06__A02,144,1,0.0,,0.0,0.0,0.0,
losato,gb,all,A06__A03,144,1,0.0,,0.0,0.0,0.0,
losato,gb,all,A07__A01,144,1,0.0,,0.0,0.0,0.0,
losato,gb,all,A07__A02,144,1,0.0,,0.0,0.0,0.0,
losato,gb,all,A07__A03,144,1,0.0,,0.0,0.0,0.0,
losato,gb,all,A08__A01,144,1,1.0,,0.0,0.0,0.0,
losato,gb,all,A08__A02,144,1,0.0,,0.0,0.0,0.0,
losato,gb,all,A08__A03,144,1,1.0,,0.0,0.0,0.0,
losato,gb,all,A09__A01,144,1,0.0,,0.0,0.0,0.0,
losato,gb,all,A09__A02,144,1,0.0,,0.0,0.0,0.0,
losato,gb,all,A09__A03,144,1,0.0,,0.0,0.0,0.0,
losato,gb,all,A10__A01,144,1,1.0,,0.0,0.0,0.0,
losato,gb,all,A10__A02,144,1,0.0,,0.0,0.0,0.0,
losato,gb,all,A10__A03,144,1,1.0,,0.0,0.0,0.0,
losato,gb,all,A11__A01,144,1,1.0,,0.0,0.0,0.0,
losato,gb,all,A11__A02,144,1,1.0,,0.0,0.0,0.0,
losato,gb,all,A11__A03,144,1,1.0,,0.0,0.0,0.0,
losato,gb,all,A12__A01,144,1,1.0,,0.0,0.0,0.0,
losato,gb,all,A12__A02,144,1,1.0,,0.0,0.0,0.0,
losato,gb,all,A12__A03,144,1,0.0,,0.0,0.0,0.0,
losato,gb,all,A13__A01,144,1,0.0,,0.0,0.0,0.0,
losato,gb,all,A13__A02,144,1,1.0,,1.0,1.0,1.0,
losato,gb,all,A13__A03,144,1,0.0,,0.0,0.0,0.0,
losato,gb,all,A14__A01,144,1,1.0,,0.0,0.0,0.0,
losato,gb,all,A14__A02,144,1,1.0,,0.0,0.0,0.0,
losato,gb,all,A14__A03,144,1,1.0,,0.0,0.0,0.0,
losato,gb,all,A15__A01,144,1,0.0,,0.0,0.0,0.0,
losato,gb,all,A15__A02,144,1,0.0,,0.0,0.0,0.0,
losato,gb,all,A15__A03,144,1,0.0,,0.0,0.0,0.0,
losato,gb,all,A16__A01,144,1,1.0,,0.0,0.0,0.0,
losato,gb,all,A16__A02,144,1,1.0,,0.0,0.0,0.0,
losato,gb,all,A16__A03,144,1,1.0,,0.0,0.0,0.0,
losato,gb,all,A17__A01,144,1,1.0,,0.0,0.0,0.0,
losato,gb,all,A17__A02,144,1,1.0,,0.0,0.0,0.0,
losato,gb,all,A17__A03,144,1,0.0,,0.0,0.0,0.0,
losato,gb,all,A19__A01,144,1,0.0,,0.0,0.0,0.0,
losato,gb,all,A19__A02,144,1,0.0,,0.0,0.0,0.0,
losato,gb,all,A19__A03,144,1,0.0,,0.0,0.0,0.0,
losato,gb,all,A20__A01,144,1,1.0,,1.0,1.0,1.0,
losato,gb,all,A20__A02,144,1,1.0,,1.0,1.0,1.0,
losato,gb,all,A20__A03,144,1,1.0,,1.0,1.0,1.0,
losato,gb,all,A21__A01,144,1,1.0,,0.0,0.0,0.0,
losato,gb,all,A21__A02,144,1,0.0,,0.0,0.0,0.0,
losato,gb,all,A21__A03,144,1,0.0,,0.0,0.0,0.0,
losato,gb,all,A22__A01,144,1,1.0,,0.0,0.0,0.0,
losato,gb,all,A22__A02,144,1,0.0,,0.0,0.0,0.0,
